framework,control_id,control_ref,control_family,rule_id,name,domain,severity,evidence_mode,evidence_type,path
ISO 27001:2022,A.8.24,ISO 27001:2022 A.8.24,ISO 27001:2022 A.8 Technology Controls,secrets-rotation,Secrets Rotation Policy,secrets,high,query,secret_management,policies/secrets/secrets-rotation.yaml
ISO 27001:2022,A.8.24,ISO 27001:2022 A.8.24,ISO 27001:2022 A.8 Technology Controls,secrets-vault-storage,Secrets Stored in Vault,secrets,high,query,secret_management,policies/secrets/secrets-vault-storage.yaml
ISO 27001:2022,A.8.24,ISO 27001:2022 A.8.24,ISO 27001:2022 A.8 Technology Controls,tls-version-outdated,Services Using Outdated TLS Versions,certificate,high,query,cryptographic_control,policies/certificate/tls-version-outdated.yaml
ISO 27001:2022,A.8.24,ISO 27001:2022 A.8.24,ISO 27001:2022 A.8 Technology Controls,tls-weak-ciphers,Services Supporting Weak TLS Cipher Suites,certificate,high,query,cryptographic_control,policies/certificate/tls-weak-ciphers.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,cicd-artifact-signature-required,Cicd Artifact Signature Required,cicd,medium,cel,delivery_pipeline_control,policies/cicd/cicd-artifact-signature-required.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,cicd-build-logs-public,Cicd Build Logs Public,cicd,high,cel,delivery_pipeline_control,policies/cicd/cicd-build-logs-public.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,cicd-build-provenance-required,Cicd Build Provenance Required,cicd,medium,cel,delivery_pipeline_control,policies/cicd/cicd-build-provenance-required.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,cicd-build-provenance-verified,Cicd Build Provenance Verified,cicd,medium,cel,delivery_pipeline_control,policies/cicd/cicd-build-provenance-verified.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,cicd-dependency-review-required,Cicd Dependency Review Required,cicd,medium,cel,delivery_pipeline_control,policies/cicd/cicd-dependency-review-required.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,cicd-iac-plan-approval-required,Cicd Iac Plan Approval Required,cicd,medium,cel,delivery_pipeline_control,policies/cicd/cicd-iac-plan-approval-required.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,cicd-release-separation-of-duties,Cicd Release Separation Of Duties,cicd,medium,cel,delivery_pipeline_control,policies/cicd/cicd-release-separation-of-duties.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,cicd-secret-scanning-blocking-required,Cicd Secret Scanning Blocking Required,cicd,medium,cel,delivery_pipeline_control,policies/cicd/cicd-secret-scanning-blocking-required.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,cicd-slsa-build-level-below-2,Cicd SLSA Build Level Below 2,cicd,medium,cel,delivery_pipeline_control,policies/cicd/cicd-slsa-build-level-below-2.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,cicd-slsa-build-level-below-3-critical-service,Cicd SLSA Build Level Below 3 Critical Service,cicd,high,cel,delivery_pipeline_control,policies/cicd/cicd-slsa-build-level-below-3-critical-service.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,cicd-unpinned-third-party-action,Cicd Unpinned Third Party Action,cicd,medium,cel,delivery_pipeline_control,policies/cicd/cicd-unpinned-third-party-action.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,cicd-untrusted-fork-write-token,Cicd Untrusted Fork Write Token,cicd,high,cel,delivery_pipeline_control,policies/cicd/cicd-untrusted-fork-write-token.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,container-admission-policy-missing,Container Admission Policy Missing,container,medium,cel,workload_configuration,policies/container/container-admission-policy-missing.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,container-base-image-eol,Container Base Image Eol,container,medium,cel,workload_configuration,policies/container/container-base-image-eol.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,container-image-critical-vulnerability,Container Image Critical Vulnerability,container,critical,cel,workload_configuration,policies/container/container-image-critical-vulnerability.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,container-image-no-sbom,Container Image No SBOM,container,medium,cel,workload_configuration,policies/container/container-image-no-sbom.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,container-image-not-signed,Container Image Not Signed,container,medium,cel,workload_configuration,policies/container/container-image-not-signed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,container-registry-immutable-tags-disabled,Container Registry Immutable Tags Disabled,container,medium,cel,workload_configuration,policies/container/container-registry-immutable-tags-disabled.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,container-registry-public,Container Registry Public,container,high,cel,workload_configuration,policies/container/container-registry-public.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,container-runtime-default-seccomp-missing,Container Runtime Default Seccomp Missing,container,medium,cel,workload_configuration,policies/container/container-runtime-default-seccomp-missing.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-actions-artifact-attestation-missing,Github Actions Artifact Attestation Missing,github,medium,cel,source_control_governance,policies/github/github-actions-artifact-attestation-missing.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-actions-oidc-subject-too-broad,Github Actions Oidc Subject Too Broad,github,medium,cel,source_control_governance,policies/github/github-actions-oidc-subject-too-broad.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-branch-requires-linear-history,Github Branch Requires Linear History,github,medium,cel,source_control_governance,policies/github/github-branch-requires-linear-history.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-branch-requires-signed-commits,Github Branch Requires Signed Commits,github,medium,cel,source_control_governance,policies/github/github-branch-requires-signed-commits.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-codeowners-missing,Github Codeowners Missing,github,medium,cel,source_control_governance,policies/github/github-codeowners-missing.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-dependabot-security-updates-disabled,Github Dependabot Security Updates Disabled,github,medium,cel,source_control_governance,policies/github/github-dependabot-security-updates-disabled.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-repo-webhook-insecure-ssl,Github Repo Webhook Insecure Ssl,github,medium,cel,source_control_governance,policies/github/github-repo-webhook-insecure-ssl.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-ruleset-bypass-unrestricted,Github Ruleset Bypass Unrestricted,github,medium,cel,source_control_governance,policies/github/github-ruleset-bypass-unrestricted.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-ruleset-required,Github Ruleset Required,github,medium,cel,source_control_governance,policies/github/github-ruleset-required.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-advanced-security-disabled,GitHub Audit GitHub Advanced Security Disabled,github,high,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-advanced-security-disabled.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-artifact-attestation-missing,GitHub Audit Artifact Attestation Missing,github,high,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-artifact-attestation-missing.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-branch-deletions-allowed,GitHub Audit Branch Deletions Allowed,github,high,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-branch-deletions-allowed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-branch-force-pushes-allowed,GitHub Audit Branch Force Pushes Allowed,github,critical,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-branch-force-pushes-allowed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-branch-policy-override,GitHub Audit Protected Branch Policy Override,github,critical,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-branch-policy-override.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-code-security-disabled,GitHub Audit Code Security Disabled,github,high,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-code-security-disabled.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-dependabot-alerts-disabled,GitHub Audit Dependabot Alerts Disabled,github,medium,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-dependabot-alerts-disabled.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-oidc-subject-too-broad,GitHub Audit OIDC Subject Too Broad,github,critical,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-oidc-subject-too-broad.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-push-protection-disabled-audit,GitHub Audit Repository Push Protection Disabled,github,high,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-push-protection-disabled-audit.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-required-review-removed,GitHub Audit Required Review Removed,github,high,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-required-review-removed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-required-status-check-removed,GitHub Audit Required Status Check Removed,github,high,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-required-status-check-removed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-ruleset-bypass-actor-added,GitHub Audit Repository Ruleset Bypass Actor Added,github,high,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-ruleset-bypass-actor-added.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-ruleset-destroyed,GitHub Audit Repository Ruleset Destroyed,github,critical,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-ruleset-destroyed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-ruleset-disabled,GitHub Audit Repository Ruleset Disabled,github,high,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-ruleset-disabled.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-secret-scanning-disabled-audit,GitHub Audit Repository Secret Scanning Disabled,github,high,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-secret-scanning-disabled-audit.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-vulnerability-alerts-disabled,GitHub Audit Repository Vulnerability Alerts Disabled,github,medium,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-vulnerability-alerts-disabled.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-webhook-insecure-ssl,GitHub Audit Webhook Insecure SSL,github,medium,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-webhook-insecure-ssl.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-webhook-non-allowlisted-destination,GitHub Audit Webhook Non-Allowlisted Destination,github,high,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-webhook-non-allowlisted-destination.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-audit-repo-webhook-url-non-allowlisted,GitHub Audit Webhook URL Non-Allowlisted,github,high,cel,github_audit_repository_control,policies/github/github-secops-audit-repo-webhook-url-non-allowlisted.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-cargo-critical-dismissed,GitHub Dependabot Cargo Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-cargo-critical-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-cargo-critical-open,GitHub Dependabot Cargo Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-cargo-critical-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-cargo-critical-runtime-no-patch,GitHub Dependabot Cargo Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-cargo-critical-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-cargo-high-dismissed,GitHub Dependabot Cargo High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-cargo-high-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-cargo-high-open,GitHub Dependabot Cargo High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-cargo-high-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-cargo-high-runtime-no-patch,GitHub Dependabot Cargo High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-cargo-high-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-cargo-low-open,GitHub Dependabot Cargo Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-cargo-low-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-cargo-medium-open,GitHub Dependabot Cargo Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-cargo-medium-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-composer-critical-dismissed,GitHub Dependabot Composer Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-composer-critical-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-composer-critical-open,GitHub Dependabot Composer Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-composer-critical-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-composer-critical-runtime-no-patch,GitHub Dependabot Composer Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-composer-critical-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-composer-high-dismissed,GitHub Dependabot Composer High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-composer-high-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-composer-high-open,GitHub Dependabot Composer High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-composer-high-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-composer-high-runtime-no-patch,GitHub Dependabot Composer High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-composer-high-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-composer-low-open,GitHub Dependabot Composer Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-composer-low-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-composer-medium-open,GitHub Dependabot Composer Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-composer-medium-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-docker-critical-dismissed,GitHub Dependabot Docker Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-docker-critical-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-docker-critical-open,GitHub Dependabot Docker Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-docker-critical-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-docker-critical-runtime-no-patch,GitHub Dependabot Docker Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-docker-critical-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-docker-high-dismissed,GitHub Dependabot Docker High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-docker-high-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-docker-high-open,GitHub Dependabot Docker High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-docker-high-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-docker-high-runtime-no-patch,GitHub Dependabot Docker High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-docker-high-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-docker-low-open,GitHub Dependabot Docker Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-docker-low-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-docker-medium-open,GitHub Dependabot Docker Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-docker-medium-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-github-actions-critical-dismissed,GitHub Dependabot GitHub Actions Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-github-actions-critical-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-github-actions-critical-open,GitHub Dependabot GitHub Actions Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-github-actions-critical-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-github-actions-critical-runtime-no-patch,GitHub Dependabot GitHub Actions Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-github-actions-critical-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-github-actions-high-dismissed,GitHub Dependabot GitHub Actions High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-github-actions-high-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-github-actions-high-open,GitHub Dependabot GitHub Actions High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-github-actions-high-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-github-actions-high-runtime-no-patch,GitHub Dependabot GitHub Actions High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-github-actions-high-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-github-actions-low-open,GitHub Dependabot GitHub Actions Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-github-actions-low-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-github-actions-medium-open,GitHub Dependabot GitHub Actions Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-github-actions-medium-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-go-critical-dismissed,GitHub Dependabot Go Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-go-critical-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-go-critical-open,GitHub Dependabot Go Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-go-critical-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-go-critical-runtime-no-patch,GitHub Dependabot Go Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-go-critical-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-go-high-dismissed,GitHub Dependabot Go High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-go-high-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-go-high-open,GitHub Dependabot Go High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-go-high-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-go-high-runtime-no-patch,GitHub Dependabot Go High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-go-high-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-go-low-open,GitHub Dependabot Go Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-go-low-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-go-medium-open,GitHub Dependabot Go Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-go-medium-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-maven-critical-dismissed,GitHub Dependabot Maven Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-maven-critical-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-maven-critical-open,GitHub Dependabot Maven Critical Alert Open,github,critical,cel,github_dependabot_alert,policies/github/github-secops-dependabot-maven-critical-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-maven-critical-runtime-no-patch,GitHub Dependabot Maven Critical Runtime Alert Without Patch,github,critical,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-maven-critical-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-maven-high-dismissed,GitHub Dependabot Maven High Alert Dismissed,github,high,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-maven-high-dismissed.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-maven-high-open,GitHub Dependabot Maven High Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-maven-high-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-maven-high-runtime-no-patch,GitHub Dependabot Maven High Runtime Alert Without Patch,github,high,cel,github_dependabot_runtime_alert,policies/github/github-secops-dependabot-maven-high-runtime-no-patch.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-maven-low-open,GitHub Dependabot Maven Low Alert Open,github,low,cel,github_dependabot_alert,policies/github/github-secops-dependabot-maven-low-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-maven-medium-open,GitHub Dependabot Maven Medium Alert Open,github,high,cel,github_dependabot_alert,policies/github/github-secops-dependabot-maven-medium-open.yaml
ISO 27001:2022,A.8.25,ISO 27001:2022 A.8.25,ISO 27001:2022 A.8 Technology Controls,github-secops-dependabot-npm-critical-dismissed,GitHub Dependabot Npm Critical Alert Dismissed,github,critical,cel,github_dependabot_alert_dismissal,policies/github/github-secops-dependabot-npm-critical-dismissed.yaml
