framework,control_id,control_ref,control_family,rule_id,name,domain,severity,evidence_mode,evidence_type,path
PCI DSS v4.0.1,8.6,PCI DSS v4.0.1 8.6,PCI DSS v4.0.1 8 Identity and Authentication,vm-vuln-cleartext-keys,Internet-facing VM/serverless with initial access vulnerabilities and cleartext cloud keys granting high privileges,cerebro,critical,cel,attack_path_context,policies/cerebro/vm-vuln-cleartext-keys.yaml
PCI DSS v4.0.1,8.6,PCI DSS v4.0.1 8.6,PCI DSS v4.0.1 8 Identity and Authentication,vm-vuln-keys-data-access,Internet-facing VM/serverless with initial access vulnerabilities and cleartext cloud keys with data access to sensitive data,cerebro,critical,cel,attack_path_context,policies/cerebro/vm-vuln-keys-data-access.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,aws-cloudwatch-log-group-retention,CloudWatch Log Group Retention,aws,low,cel,cloud_configuration,policies/aws/aws-cloudwatch-log-group-retention.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,aws-dynamodb-pitr,DynamoDB Point-in-Time Recovery Enabled,aws,high,query,cloud_configuration,policies/aws/aws-dynamodb-pitr.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,aws-logs-retention-365,CloudWatch Logs Retention 365 Days,aws,medium,query,cloud_configuration,policies/aws/aws-logs-retention-365.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,aws-rds-backup-enabled,RDS Backup Enabled,aws,medium,cel,cloud_configuration,policies/aws/aws-rds-backup-enabled.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,aws-rds-deletion-protection,RDS Deletion Protection,aws,medium,cel,cloud_configuration,policies/aws/aws-rds-deletion-protection.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,aws-rds-multi-az-enabled,RDS Multi-AZ Enabled,aws,medium,cel,cloud_configuration,policies/aws/aws-rds-multi-az.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,aws-s3-bucket-versioning-enabled,S3 Bucket Versioning Enabled,aws,medium,cel,cloud_configuration,policies/aws/aws-s3-bucket-versioning.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,backup-encryption,Backups Encrypted at Rest,backup,high,query,resilience_control,policies/backup/backup-encryption.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,backup-offsite,Offsite Backup Storage,backup,high,query,resilience_control,policies/backup/backup-offsite.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,backup-retention,Backup Retention Policy Compliance,backup,medium,query,resilience_control,policies/backup/backup-retention.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,backup-rpo-compliance,Recovery Point Objective (RPO) Compliance,backup,high,query,resilience_control,policies/backup/backup-rpo-compliance.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,backup-testing,Backup Restoration Testing,backup,high,query,resilience_control,policies/backup/backup-testing.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,cert-expiry-30-days,SSL/TLS Certificates Expiring Within 30 Days,certificate,high,query,cryptographic_control,policies/certificate/cert-expiry-30-days.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,compliance-bcdr-plan-exists,Business Continuity Plan Exists,compliance,high,cel,control_procedure,policies/compliance/compliance-bcdr-plan.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,db-backup-enabled,Database Automated Backups Enabled,database,high,query,data_store_configuration,policies/database/db-backup-enabled.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,db-multi-az,Production Database Multi-AZ Deployment,database,high,query,data_store_configuration,policies/database/db-multi-az.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,gcp-gke-auto-repair,GKE Node Pool Auto-Repair Enabled,gcp,low,cel,cloud_configuration,policies/gcp/gcp-gke-auto-repair.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,gcp-sql-backup-enabled,GCP Cloud SQL Backup Enabled,gcp,medium,cel,cloud_configuration,policies/gcp/gcp-sql-backup.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,k8s-deployment-multiple-replicas,K8s Deployment Multiple Replicas,kubernetes,low,cel,workload_configuration,policies/kubernetes/k8s-deployment-replicas.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,k8s-pod-liveness-probe-required,Kubernetes Pod Requires Liveness Probes,kubernetes,medium,cel,workload_configuration,policies/kubernetes/k8s-pod-liveness-probe-required.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,k8s-pod-readiness-probe-required,Kubernetes Pod Requires Readiness Probes,kubernetes,medium,cel,workload_configuration,policies/kubernetes/k8s-pod-readiness-probe-required.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,k8s-pod-resource-limits,K8s Pod Resource Limits,kubernetes,medium,cel,workload_configuration,policies/kubernetes/k8s-pod-resource-limits.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,pci-audit-retention,Audit Log Retention 1 Year,pci,high,query,cardholder_data_control,policies/pci/pci-audit-retention.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,resolution-time-breach,Zendesk Resolution Time SLA Breach,zendesk,high,cel,support_process_control,policies/zendesk/resolution-time-breach.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,uptime-breach-enterprise,Enterprise Uptime SLA Breach,compliance,critical,cel,control_procedure,policies/compliance/uptime-breach-enterprise.yaml
SOC 2,A1.1,SOC 2 A1.1,SOC 2 A1 Availability,zendesk-sla-breach,Zendesk First Response SLA Breach,zendesk,high,cel,support_process_control,policies/zendesk/zendesk-sla-breach.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,aws-rds-backup-enabled,RDS Backup Enabled,aws,medium,cel,cloud_configuration,policies/aws/aws-rds-backup-enabled.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,aws-rds-deletion-protection,RDS Deletion Protection,aws,medium,cel,cloud_configuration,policies/aws/aws-rds-deletion-protection.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,aws-rds-multi-az-enabled,RDS Multi-AZ Enabled,aws,medium,cel,cloud_configuration,policies/aws/aws-rds-multi-az.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,aws-s3-bucket-versioning-enabled,S3 Bucket Versioning Enabled,aws,medium,cel,cloud_configuration,policies/aws/aws-s3-bucket-versioning.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,aws-s3-cross-region-replication,S3 Buckets Have Cross-Region Replication,aws,medium,cel,cloud_configuration,policies/aws/aws-s3-cross-region-replication.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,bucket-sensitive-no-lock,Bucket with sensitive data has object lock disabled,cerebro,medium,cel,attack_path_context,policies/cerebro/bucket-sensitive-no-lock.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,compliance-bcdr-plan-exists,Business Continuity Plan Exists,compliance,high,cel,control_procedure,policies/compliance/compliance-bcdr-plan.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,gcp-sql-backup-enabled,GCP Cloud SQL Backup Enabled,gcp,medium,cel,cloud_configuration,policies/gcp/gcp-sql-backup.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,k8s-deployment-multiple-replicas,K8s Deployment Multiple Replicas,kubernetes,low,cel,workload_configuration,policies/kubernetes/k8s-deployment-replicas.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,k8s-pod-liveness-probe-required,Kubernetes Pod Requires Liveness Probes,kubernetes,medium,cel,workload_configuration,policies/kubernetes/k8s-pod-liveness-probe-required.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,k8s-pod-readiness-probe-required,Kubernetes Pod Requires Readiness Probes,kubernetes,medium,cel,workload_configuration,policies/kubernetes/k8s-pod-readiness-probe-required.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,k8s-pod-resource-limits,K8s Pod Resource Limits,kubernetes,medium,cel,workload_configuration,policies/kubernetes/k8s-pod-resource-limits.yaml
SOC 2,A1.2,SOC 2 A1.2,SOC 2 A1 Availability,uptime-breach-enterprise,Enterprise Uptime SLA Breach,compliance,critical,cel,control_procedure,policies/compliance/uptime-breach-enterprise.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,aws-cloudwatch-log-group-retention,CloudWatch Log Group Retention,aws,low,cel,cloud_configuration,policies/aws/aws-cloudwatch-log-group-retention.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,aws-dynamodb-pitr,DynamoDB Point-in-Time Recovery Enabled,aws,high,query,cloud_configuration,policies/aws/aws-dynamodb-pitr.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,aws-logs-retention-365,CloudWatch Logs Retention 365 Days,aws,medium,query,cloud_configuration,policies/aws/aws-logs-retention-365.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,aws-rds-backup-enabled,RDS Backup Enabled,aws,medium,cel,cloud_configuration,policies/aws/aws-rds-backup-enabled.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,aws-rds-deletion-protection,RDS Deletion Protection,aws,medium,cel,cloud_configuration,policies/aws/aws-rds-deletion-protection.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,aws-rds-multi-az-enabled,RDS Multi-AZ Enabled,aws,medium,cel,cloud_configuration,policies/aws/aws-rds-multi-az.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,aws-s3-bucket-versioning-enabled,S3 Bucket Versioning Enabled,aws,medium,cel,cloud_configuration,policies/aws/aws-s3-bucket-versioning.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,backup-encryption,Backups Encrypted at Rest,backup,high,query,resilience_control,policies/backup/backup-encryption.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,backup-offsite,Offsite Backup Storage,backup,high,query,resilience_control,policies/backup/backup-offsite.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,backup-retention,Backup Retention Policy Compliance,backup,medium,query,resilience_control,policies/backup/backup-retention.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,backup-rpo-compliance,Recovery Point Objective (RPO) Compliance,backup,high,query,resilience_control,policies/backup/backup-rpo-compliance.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,backup-testing,Backup Restoration Testing,backup,high,query,resilience_control,policies/backup/backup-testing.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,cert-expiry-30-days,SSL/TLS Certificates Expiring Within 30 Days,certificate,high,query,cryptographic_control,policies/certificate/cert-expiry-30-days.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,compliance-bcdr-plan-exists,Business Continuity Plan Exists,compliance,high,cel,control_procedure,policies/compliance/compliance-bcdr-plan.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,db-backup-enabled,Database Automated Backups Enabled,database,high,query,data_store_configuration,policies/database/db-backup-enabled.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,db-multi-az,Production Database Multi-AZ Deployment,database,high,query,data_store_configuration,policies/database/db-multi-az.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,gcp-sql-backup-enabled,GCP Cloud SQL Backup Enabled,gcp,medium,cel,cloud_configuration,policies/gcp/gcp-sql-backup.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,k8s-deployment-multiple-replicas,K8s Deployment Multiple Replicas,kubernetes,low,cel,workload_configuration,policies/kubernetes/k8s-deployment-replicas.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,k8s-pod-liveness-probe-required,Kubernetes Pod Requires Liveness Probes,kubernetes,medium,cel,workload_configuration,policies/kubernetes/k8s-pod-liveness-probe-required.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,k8s-pod-readiness-probe-required,Kubernetes Pod Requires Readiness Probes,kubernetes,medium,cel,workload_configuration,policies/kubernetes/k8s-pod-readiness-probe-required.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,k8s-pod-resource-limits,K8s Pod Resource Limits,kubernetes,medium,cel,workload_configuration,policies/kubernetes/k8s-pod-resource-limits.yaml
SOC 2,A1.3,SOC 2 A1.3,SOC 2 A1 Availability,pci-audit-retention,Audit Log Retention 1 Year,pci,high,query,cardholder_data_control,policies/pci/pci-audit-retention.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,admin-inactive-keys,Admin user/service account with active access keys that are inactive for over 90 days,cerebro,high,cel,attack_path_context,policies/cerebro/admin-inactive-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,admin-keys-unrotated,Admin user/service account with active access keys were used in the past 90 days but not rotated in the past year,cerebro,high,cel,attack_path_context,policies/cerebro/admin-keys-unrotated.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,admin-keys-year-unrotated,Admin user/service account with active access keys unrotated in the past year,cerebro,high,cel,attack_path_context,policies/cerebro/admin-keys-year-unrotated.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,aws-ec2-instance-profile-attached,EC2 Instance Profile Attached,aws,medium,cel,cloud_configuration,policies/aws/aws-ec2-instance-profile.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,aws-ecs-secrets-in-env-vars,ECS Task Secrets in Environment Variables,aws,high,cel,cloud_configuration,policies/aws/aws-ecs-secrets-env.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,aws-iam-access-key-rotation,IAM Access Key Rotation,aws,medium,cel,cloud_configuration,policies/aws/aws-iam-access-key-old.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,aws-iam-root-no-access-keys,Root Account Access Keys,aws,critical,cel,cloud_configuration,policies/aws/aws-iam-root-access-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,aws-iam-user-console-inactive,IAM User Console Inactive,aws,medium,cel,cloud_configuration,policies/aws/aws-iam-user-console-inactive.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,aws-iam-user-multiple-access-keys,IAM User Multiple Access Keys,aws,low,cel,cloud_configuration,policies/aws/aws-iam-user-multiple-access-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,aws-iam-user-unused-credentials,IAM User Unused Credentials,aws,medium,cel,cloud_configuration,policies/aws/aws-iam-user-unused-credentials.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,aws-lambda-secrets-in-env-vars,Lambda Secrets in Environment Variables,aws,high,cel,cloud_configuration,policies/aws/aws-lambda-secrets-env.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,aws-s3-bucket-cleartext-key,S3 Bucket Contains Potential Credentials,aws,high,cel,cloud_configuration,policies/aws/aws-s3-bucket-cleartext-key.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,aws-secretsmanager-secret-used,Secrets Manager Secret Used,aws,low,cel,cloud_configuration,policies/aws/aws-secretsmanager-unused.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,azure-storage-secrets-artifact,Azure Storage Contains Credential Artifacts,azure,high,cel,cloud_configuration,policies/azure/azure-storage-secrets.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,backup-encryption,Backups Encrypted at Rest,backup,high,query,resilience_control,policies/backup/backup-encryption.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,bucket-cleartext-admin-keys,Bucket with cleartext highly privileged cloud keys,cerebro,critical,cel,attack_path_context,policies/cerebro/bucket-cleartext-admin-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,bucket-cleartext-keys-data,Bucket with cleartext cloud keys granting data access to sensitive data,cerebro,critical,cel,attack_path_context,policies/cerebro/bucket-cleartext-keys-data.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,bucket-keys-excessive-access,Bucket with cleartext cloud keys allowing high privileges can be accessed by an account with excessive data access,cerebro,high,cel,attack_path_context,policies/cerebro/bucket-keys-excessive-access.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,bucket-public-sensitive,Publicly readable bucket contains sensitive data,cerebro,critical,cel,attack_path_context,policies/cerebro/bucket-public-sensitive.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,cert-weak-key,Certificates Using Weak Key Sizes,certificate,high,query,cryptographic_control,policies/certificate/cert-weak-key.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,cert-weak-signature,Certificates Using Weak Signature Algorithms,certificate,high,query,cryptographic_control,policies/certificate/cert-weak-signature.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,container-cleartext-cloud-keys,Container image with cleartext cloud keys granting high privileges,cerebro,high,cel,attack_path_context,policies/cerebro/container-cleartext-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,container-cross-account-keys,Internal container using a container image with cleartext cloud keys granting permission to access resources in other subscriptions,cerebro,high,cel,attack_path_context,policies/cerebro/container-cross-account-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,container-image-cleartext-keys,Container image with cleartext cloud keys granting high privileges,cerebro,critical,cel,attack_path_context,policies/cerebro/container-image-cleartext-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,data-access-keys-unrotated,User/service account with access to sensitive data and active access keys unrotated in the past year,cerebro,high,cel,attack_path_context,policies/cerebro/data-access-keys-unrotated.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,db-encryption-at-rest,Database Encryption at Rest,database,high,query,data_store_configuration,policies/database/db-encryption-at-rest.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,db-ssl-connections,Database SSL Connections Enforced,database,high,query,data_store_configuration,policies/database/db-ssl-connections.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,endpoint-kandji-password-manager,Kandji Devices Missing Password Manager,endpoint,medium,query,endpoint_posture,policies/endpoint/endpoint-kandji-password-manager.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,endpoint-password-manager,Password Manager Installed on Endpoints,endpoint,medium,query,endpoint_posture,policies/endpoint/endpoint-password-manager.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,exposed-saas-api-token,Validated exposure of SaaS API token,cerebro,high,cel,attack_path_context,policies/cerebro/exposed-api-token.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,gcp-bucket-secrets,GCS Bucket Contains Potential Credentials,gcp,high,cel,cloud_configuration,policies/gcp/gcp-bucket-secrets.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,gcp-iam-minimize-user-managed-keys,GCP Minimize User Managed Service Account Keys,gcp,medium,cel,cloud_configuration,policies/gcp/gcp-iam-user-managed-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,gcp-kms-public,KMS Key Publicly Accessible,gcp,critical,cel,cloud_configuration,policies/gcp/gcp-kms-public.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,gcp-sa-impersonation,GCP user account assigned with the 'Service Account User' or 'Service Account Token Creator' roles,cerebro,medium,cel,attack_path_context,policies/cerebro/gcp-sa-impersonation.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,gcp-service-account-key-rotation,Service Account Key Rotation,gcp,medium,cel,cloud_configuration,policies/gcp/gcp-service-account-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,github-secret-scanning-alert,GitHub Secret Scanning Alert,github,critical,cel,source_control_governance,policies/github/github-secret-scanning.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,internal-vm-cross-account-keys,Internal VM/serverless with cleartext cloud keys granting permission to access resources in other subscriptions with high privileges,cerebro,high,cel,attack_path_context,policies/cerebro/internal-vm-cross-account-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,k8s-rbac-secret-read-access,User/ServiceAccount Can Read Kubernetes Secrets,kubernetes,low,cel,workload_configuration,policies/kubernetes/k8s-rbac-secret-read-access.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,k8s-service-account-token-mount,Kubernetes Pod Auto-Mounts Service Account Token,kubernetes,low,cel,workload_configuration,policies/kubernetes/k8s-service-account-token-mount.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,m365-dlp-policy-missing,M365 DLP Policy Configured,m365,high,query,collaboration_control,policies/m365/m365-dlp-policy-missing.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,m365-sensitivity-labels-missing,M365 Sensitivity Labels Applied,m365,high,query,collaboration_control,policies/m365/m365-sensitivity-labels-missing.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,pci-cardholder-data-encrypted,Cardholder Data Encrypted at Rest,pci,critical,query,cardholder_data_control,policies/pci/pci-cardholder-data-encrypted.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,pci-transmission-encrypted,Cardholder Data Encrypted in Transit,pci,critical,query,cardholder_data_control,policies/pci/pci-transmission-encrypted.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,privileged-inactive-keys,User/service account with high privileges and active access key that are inactive for over 90 days,cerebro,high,cel,attack_path_context,policies/cerebro/privileged-inactive-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,privileged-keys-unrotated,User/service account with high privileges and active access keys that were used in the past 90 days but not rotated in the past year,cerebro,high,cel,attack_path_context,policies/cerebro/privileged-keys-unrotated.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,public-resource-cleartext-admin-keys,Publicly exposed resource with cleartext cloud keys granting admin privileges,cerebro,critical,cel,attack_path_context,policies/cerebro/public-resource-cleartext-admin-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,public-resource-cleartext-keys,Publicly exposed resource with cleartext cloud keys granting high privileges,cerebro,critical,cel,attack_path_context,policies/cerebro/public-resource-cleartext-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,public-resource-cross-account-keys,Publicly exposed resource with cleartext cloud keys granting permission to access resources in other subscriptions,cerebro,high,cel,attack_path_context,policies/cerebro/public-resource-cross-account-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,public-resource-keys-data-access,Publicly exposed resource with cleartext cloud keys allowing access to sensitive data,cerebro,critical,cel,attack_path_context,policies/cerebro/public-resource-keys-data-access.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,public-saas-keys,Publicly exposed resource with cleartext SaaS API keys,cerebro,high,cel,attack_path_context,policies/cerebro/public-saas-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,public-vm-cross-account-keys,Publicly exposed VM with cleartext cloud keys granting permission to access resources in other subscriptions with high privileges,cerebro,critical,cel,attack_path_context,policies/cerebro/public-vm-cross-account-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,resource-cleartext-keys-admin,Resource with cleartext cloud keys granting admin privileges,cerebro,critical,cel,attack_path_context,policies/cerebro/resource-cleartext-keys-admin.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,resource-cleartext-keys-privileged,Resource with cleartext cloud keys granting high privileges,cerebro,critical,cel,attack_path_context,policies/cerebro/resource-cleartext-keys-privileged.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,saas-token-exposed,Validated exposure of SaaS API token,cerebro,critical,cel,attack_path_context,policies/cerebro/saas-token-exposed.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,secrets-access-audit,Secrets Access Auditing Enabled,secrets,medium,query,secret_management,policies/secrets/secrets-access-audit.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,secrets-least-privilege,Secrets Least Privilege Access,secrets,medium,query,secret_management,policies/secrets/secrets-least-privilege.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,secrets-rotation,Secrets Rotation Policy,secrets,high,query,secret_management,policies/secrets/secrets-rotation.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,secrets-vault-storage,Secrets Stored in Vault,secrets,high,query,secret_management,policies/secrets/secrets-vault-storage.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,storage-key-exposed,Validated exposure of storage account key/SAS token,cerebro,critical,cel,attack_path_context,policies/cerebro/storage-key-exposed.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,tls-weak-ciphers,Services Supporting Weak TLS Cipher Suites,certificate,high,query,cryptographic_control,policies/certificate/tls-weak-ciphers.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,user-privileged-access-keys,User account with high privileges has active access keys,cerebro,medium,cel,attack_path_context,policies/cerebro/user-privileged-access-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,vm-cleartext-cloud-keys,VM with cleartext cloud keys granting high privileges,cerebro,critical,cel,attack_path_context,policies/cerebro/vm-cleartext-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,vm-cleartext-keys-cross-account,VM/serverless with cleartext cloud keys granting permission to access resources in external subscriptions,cerebro,high,cel,attack_path_context,policies/cerebro/vm-cleartext-keys-cross-account.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,vm-public-vuln-cross-account-keys,Publicly exposed VM/serverless with initial access vulnerabilities and cleartext cloud keys granting permissions in another subscription,cerebro,critical,cel,attack_path_context,policies/cerebro/vm-public-vuln-cross-account-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,vm-ssh-private-keys,VM/serverless with cleartext SSH private keys that can be used to access other resources,cerebro,high,cel,attack_path_context,policies/cerebro/vm-ssh-private-keys.yaml
SOC 2,C1.1,SOC 2 C1.1,SOC 2 C1 Confidentiality,vm-vuln-cleartext-keys,Internet-facing VM/serverless with initial access vulnerabilities and cleartext cloud keys granting high privileges,cerebro,critical,cel,attack_path_context,policies/cerebro/vm-vuln-cleartext-keys.yaml
