framework,control_id,control_ref,control_family,direct_finding_count,source_backed_finding_count,source_matched_finding_count,source_capability_refs,review_area_refs,outbound_relationship_refs,inbound_relationship_refs,enrichment_status,sample_direct_finding_ids,sample_source_backed_finding_ids
ciscontrolsv8,8,ciscontrolsv8 8,CIS Controls v8 8 Audit Log Management,109,34,34,,,,,direct_source_backed,aws-access-analyzer-unused-access-finding; aws-account-alternate-contact-security; aws-account-security-contact-configured; aws-backup-vault-encrypted; aws-backup-vault-locked; aws-cloudformation-stack-drift-detected; aws-cloudformation-stack-termination-protection; aws-cloudfront-origin-access-control-required; aws-cloudfront-response-headers-policy-security; aws-cloudfront-waf-enabled; aws-cloudtrail-enabled; aws-cloudwatch-alarm-missing; aws-cloudwatch-log-group-encrypted; aws-cloudwatch-log-group-retention; aws-codebuild-public-logs; aws-config-enabled-all-regions; aws-ec2-detailed-monitoring-enabled; aws-ecs-service-public-ip-disabled; aws-ecs-task-definition-no-privileged; aws-ecs-task-definition-nonroot-user; aws-ecs-task-definition-readonly-root; aws-efs-backup-enabled; aws-efs-encrypted; aws-eks-control-plane-logging; aws-eventbridge-rule-cross-account-target; ... 84 more,aws-cloudtrail-enabled; aws-cloudwatch-alarm-missing; aws-guardduty-c2-traffic; aws-guardduty-crypto-mining; aws-guardduty-malware-finding; azure-activity-log-alert-policy-missing; azure-activity-log-export-missing; gcp-audit-logging-enabled; gcp-bigquery-dataset-no-default-cmek; gcp-bigquery-table-public; gcp-cloudrun-ingress-all; gcp-cloudrun-service-account-default; gcp-gke-binary-authorization-disabled; gcp-gke-master-authorized-networks-disabled; gcp-gke-workload-identity-disabled; gcp-kms-key-rotation-period-too-long; gcp-log-sink-access; gcp-logging-disabled; gcp-logging-sink-missing-security; gcp-organization-policy-disable-service-account-key-creation; gcp-organization-policy-restrict-public-ip-cloudsql; gcp-organization-policy-restrict-vm-external-ip; gcp-organization-policy-uniform-bucket-level-access; gcp-project-audit-logs-data-access; gcp-project-essential-contacts-security; ... 9 more
ciscontrolsv8,9,ciscontrolsv8 9,CIS Controls v8 9 Email and Web Browser Protections,0,0,0,,,,,framework_catalog_only,,
ciseksbenchmarkv13,5.4.1,ciseksbenchmarkv13 5.4.1,CIS EKS Benchmark v1.3 5 Policies,1,0,0,,,,,direct_control_only,aws-eks-private-endpoint,
cisgithubbenchmark,1.1.3,cisgithubbenchmark 1.1.3,CIS GitHub Benchmark 1 1 Controls,2,0,0,,,,,direct_control_only,github-public-repo-branch-protection; github-repo-branch-protection,
cisgithubbenchmark,1.3.1,cisgithubbenchmark 1.3.1,CIS GitHub Benchmark 1 1 Controls,1,0,0,,,,,direct_control_only,github-org-2fa-disabled,
cisgkebenchmarkv14,5.1.1,cisgkebenchmarkv14 5.1.1,CIS GKE Benchmark v1.4 5 Policies,1,0,0,,,,,direct_control_only,gcp-gke-no-alpha-clusters,
cisgkebenchmarkv14,5.2.1,cisgkebenchmarkv14 5.2.1,CIS GKE Benchmark v1.4 5 Policies,1,0,0,,,,,direct_control_only,gcp-gke-metadata-server,
cisgkebenchmarkv14,5.3.1,cisgkebenchmarkv14 5.3.1,CIS GKE Benchmark v1.4 5 Policies,1,0,0,,,,,direct_control_only,gcp-gke-secrets-kms-encryption,
cisgkebenchmarkv14,5.5.1,cisgkebenchmarkv14 5.5.1,CIS GKE Benchmark v1.4 5 Policies,1,0,0,,,,,direct_control_only,gcp-gke-shielded-nodes,
cisgkebenchmarkv14,5.5.2,cisgkebenchmarkv14 5.5.2,CIS GKE Benchmark v1.4 5 Policies,1,0,0,,,,,direct_control_only,gcp-gke-auto-repair,
cisgkebenchmarkv14,5.5.3,cisgkebenchmarkv14 5.5.3,CIS GKE Benchmark v1.4 5 Policies,1,0,0,,,,,direct_control_only,gcp-gke-auto-upgrade,
cisgkebenchmarkv14,5.5.4,cisgkebenchmarkv14 5.5.4,CIS GKE Benchmark v1.4 5 Policies,1,0,0,,,,,direct_control_only,gcp-gke-cos-containerd,
cisgkebenchmarkv14,5.6.1,cisgkebenchmarkv14 5.6.1,CIS GKE Benchmark v1.4 5 Policies,1,0,0,,,,,direct_control_only,gcp-gke-dashboard-disabled,
cisgkebenchmarkv14,5.6.3,cisgkebenchmarkv14 5.6.3,CIS GKE Benchmark v1.4 5 Policies,1,0,0,,,,,direct_control_only,gcp-gke-network-policy-enabled,
cisgoogleworkspacebenchmark,1.1,cisgoogleworkspacebenchmark 1.1,CIS Google Workspace Benchmark 1 1 Controls,1,0,0,,,,,direct_control_only,identity-google-workspace-mfa,
ciskubernetesbenchmark,5.1.1,ciskubernetesbenchmark 5.1.1,CIS Kubernetes Benchmark 5 Policies,28,0,0,,,,,direct_control_only,gke-cluster-admin; k8s-admission-controller-policy-missing; k8s-audit-logging-disabled; k8s-etcd-encryption-disabled; k8s-image-pull-policy-always-missing-for-latest; k8s-ingress-tls-missing; k8s-mutating-webhook-failure-policy-ignore; k8s-namespace-pss-audit-missing; k8s-namespace-pss-enforce-not-restricted; k8s-namespace-pss-warn-missing; k8s-network-policy-egress-default-deny-missing; k8s-pod-apparmor-unconfined; k8s-pod-automount-service-account-token; k8s-pod-capability-net-raw; k8s-pod-hostpath-sensitive-path; k8s-pod-proc-mount-unmasked; k8s-pod-sysctls-unsafe; k8s-rbac-cluster-admin-used; k8s-rbac-high-risk-binding; k8s-rbac-medium-risk-binding; k8s-rbac-pod-create-privileges; k8s-rbac-secret-read-access; k8s-rbac-wildcard-permissions-assigned; k8s-role-wildcard-permissions; k8s-secret-not-externalized; ... 3 more,
ciskubernetesbenchmark,5.1.3,ciskubernetesbenchmark 5.1.3,CIS Kubernetes Benchmark 5 Policies,9,0,0,,,,,direct_control_only,gke-cluster-admin; k8s-cluster-admin-wildcard; k8s-rbac-cluster-admin-used; k8s-rbac-high-risk-binding; k8s-rbac-medium-risk-binding; k8s-rbac-pod-create-privileges; k8s-rbac-secret-read-access; k8s-rbac-wildcard-permissions-assigned; k8s-role-wildcard-permissions,
ciskubernetesbenchmark,5.1.4,ciskubernetesbenchmark 5.1.4,CIS Kubernetes Benchmark 5 Policies,8,0,0,,,,,direct_control_only,gke-cluster-admin; k8s-rbac-cluster-admin-used; k8s-rbac-high-risk-binding; k8s-rbac-medium-risk-binding; k8s-rbac-pod-create-privileges; k8s-rbac-secret-read-access; k8s-rbac-wildcard-permissions-assigned; k8s-role-wildcard-permissions,
ciskubernetesbenchmark,5.1.6,ciskubernetesbenchmark 5.1.6,CIS Kubernetes Benchmark 5 Policies,1,0,0,,,,,direct_control_only,k8s-service-account-token-mount,
ciskubernetesbenchmark,5.2.1,ciskubernetesbenchmark 5.2.1,CIS Kubernetes Benchmark 5 Policies,26,0,0,,,,,direct_control_only,k8s-admission-controller-policy-missing; k8s-audit-logging-disabled; k8s-etcd-encryption-disabled; k8s-image-pull-policy-always-missing-for-latest; k8s-ingress-tls-missing; k8s-missing-pss; k8s-mutating-webhook-failure-policy-ignore; k8s-namespace-missing-pss-label; k8s-namespace-pss-audit-missing; k8s-namespace-pss-enforce-not-restricted; k8s-namespace-pss-warn-missing; k8s-network-policy-egress-default-deny-missing; k8s-pod-apparmor-unconfined; k8s-pod-automount-service-account-token; k8s-pod-capability-net-raw; k8s-pod-hostpath-sensitive-path; k8s-pod-no-hostpath-volumes; k8s-pod-no-privilege-escalation; k8s-pod-no-privileged; k8s-pod-proc-mount-unmasked; k8s-pod-seccomp-runtime-default; k8s-pod-sysctls-unsafe; k8s-secret-not-externalized; k8s-service-account-cluster-admin; k8s-validating-webhook-failure-policy-ignore; ... 1 more,
ciskubernetesbenchmark,5.2.2,ciskubernetesbenchmark 5.2.2,CIS Kubernetes Benchmark 5 Policies,6,0,0,,,,,direct_control_only,k8s-missing-pss; k8s-namespace-missing-pss-label; k8s-pod-no-host-pid; k8s-pod-no-hostpath-volumes; k8s-pod-no-privilege-escalation; k8s-pod-seccomp-runtime-default,
ciskubernetesbenchmark,5.2.3,ciskubernetesbenchmark 5.2.3,CIS Kubernetes Benchmark 5 Policies,5,0,0,,,,,direct_control_only,k8s-missing-pss; k8s-namespace-missing-pss-label; k8s-pod-no-hostpath-volumes; k8s-pod-no-privilege-escalation; k8s-pod-seccomp-runtime-default,
ciskubernetesbenchmark,5.2.4,ciskubernetesbenchmark 5.2.4,CIS Kubernetes Benchmark 5 Policies,7,0,0,,,,,direct_control_only,k8s-missing-pss; k8s-namespace-missing-pss-label; k8s-pod-no-host-network; k8s-pod-no-hostpath-volumes; k8s-pod-no-privilege-escalation; k8s-pod-readonly-root-filesystem; k8s-pod-seccomp-runtime-default,
ciskubernetesbenchmark,5.2.5,ciskubernetesbenchmark 5.2.5,CIS Kubernetes Benchmark 5 Policies,25,0,0,,,,,direct_control_only,k8s-admission-controller-policy-missing; k8s-audit-logging-disabled; k8s-etcd-encryption-disabled; k8s-image-pull-policy-always-missing-for-latest; k8s-ingress-tls-missing; k8s-missing-pss; k8s-mutating-webhook-failure-policy-ignore; k8s-namespace-missing-pss-label; k8s-namespace-pss-audit-missing; k8s-namespace-pss-enforce-not-restricted; k8s-namespace-pss-warn-missing; k8s-network-policy-egress-default-deny-missing; k8s-pod-apparmor-unconfined; k8s-pod-automount-service-account-token; k8s-pod-capability-net-raw; k8s-pod-hostpath-sensitive-path; k8s-pod-no-hostpath-volumes; k8s-pod-no-privilege-escalation; k8s-pod-proc-mount-unmasked; k8s-pod-seccomp-runtime-default; k8s-pod-sysctls-unsafe; k8s-secret-not-externalized; k8s-service-account-cluster-admin; k8s-validating-webhook-failure-policy-ignore; k8s-workload-uses-default-service-account,
ciskubernetesbenchmark,5.2.6,ciskubernetesbenchmark 5.2.6,CIS Kubernetes Benchmark 5 Policies,6,0,0,,,,,direct_control_only,k8s-missing-pss; k8s-namespace-missing-pss-label; k8s-pod-no-hostpath-volumes; k8s-pod-no-privilege-escalation; k8s-pod-no-run-as-root; k8s-pod-seccomp-runtime-default,
ciskubernetesbenchmark,5.2.7,ciskubernetesbenchmark 5.2.7,CIS Kubernetes Benchmark 5 Policies,6,0,0,,,,,direct_control_only,k8s-missing-pss; k8s-namespace-missing-pss-label; k8s-pod-drop-all-capabilities; k8s-pod-no-hostpath-volumes; k8s-pod-no-privilege-escalation; k8s-pod-seccomp-runtime-default,
ciskubernetesbenchmark,5.2.8,ciskubernetesbenchmark 5.2.8,CIS Kubernetes Benchmark 5 Policies,5,0,0,,,,,direct_control_only,k8s-missing-pss; k8s-namespace-missing-pss-label; k8s-pod-no-hostpath-volumes; k8s-pod-no-privilege-escalation; k8s-pod-seccomp-runtime-default,
ciskubernetesbenchmark,5.3.2,ciskubernetesbenchmark 5.3.2,CIS Kubernetes Benchmark 5 Policies,1,0,0,,,,,direct_control_only,k8s-network-policy-default-deny,
cjissecuritypolicy,5.1.1,cjissecuritypolicy 5.1.1,CJIS Security Policy PA-1 Information Exchange Agreements,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,5.10.1.2,cjissecuritypolicy 5.10.1.2,CJIS Security Policy PA-10 Systems and Communications Protection,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,5.12.1,cjissecuritypolicy 5.12.1,CJIS Security Policy PA-12 Personnel Security,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,5.13.6,cjissecuritypolicy 5.13.6,CJIS Security Policy PA-13 Mobile Devices,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,5.15.1,cjissecuritypolicy 5.15.1,CJIS Security Policy PA-15 System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,5.2.1,cjissecuritypolicy 5.2.1,CJIS Security Policy PA-2 Awareness and Training,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,5.3.1,cjissecuritypolicy 5.3.1,CJIS Security Policy PA-3 Incident Response,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,5.4.1,cjissecuritypolicy 5.4.1,CJIS Security Policy PA-4 Auditing and Accountability,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,5.4.4,cjissecuritypolicy 5.4.4,CJIS Security Policy PA-4 Auditing and Accountability,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,5.4.6,cjissecuritypolicy 5.4.6,CJIS Security Policy PA-4 Auditing and Accountability,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,5.5.1,cjissecuritypolicy 5.5.1,CJIS Security Policy PA-5 Access Control,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,5.6.2.2,cjissecuritypolicy 5.6.2.2,CJIS Security Policy PA-6 Identification and Authentication,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-1,cjissecuritypolicy PA-1,CJIS Security Policy PA-1 Information Exchange Agreements,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-10,cjissecuritypolicy PA-10,CJIS Security Policy PA-10 Systems and Communications Protection,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-11,cjissecuritypolicy PA-11,CJIS Security Policy PA-11 Formal Audits,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-12,cjissecuritypolicy PA-12,CJIS Security Policy PA-12 Personnel Security,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-13,cjissecuritypolicy PA-13,CJIS Security Policy PA-13 Mobile Devices,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-14,cjissecuritypolicy PA-14,CJIS Security Policy PA-14 System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-15,cjissecuritypolicy PA-15,CJIS Security Policy PA-15 System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-16,cjissecuritypolicy PA-16,CJIS Security Policy PA-16 Maintenance,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-17,cjissecuritypolicy PA-17,CJIS Security Policy PA-17 Planning,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-18,cjissecuritypolicy PA-18,CJIS Security Policy PA-18 Contingency Planning,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-19,cjissecuritypolicy PA-19,CJIS Security Policy PA-19 Risk Assessment,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-2,cjissecuritypolicy PA-2,CJIS Security Policy PA-2 Awareness and Training,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-3,cjissecuritypolicy PA-3,CJIS Security Policy PA-3 Incident Response,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-4,cjissecuritypolicy PA-4,CJIS Security Policy PA-4 Auditing and Accountability,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-5,cjissecuritypolicy PA-5,CJIS Security Policy PA-5 Access Control,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-6,cjissecuritypolicy PA-6,CJIS Security Policy PA-6 Identification and Authentication,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-7,cjissecuritypolicy PA-7,CJIS Security Policy PA-7 Configuration Management,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-8,cjissecuritypolicy PA-8,CJIS Security Policy PA-8 Media Protection,0,0,0,,,,,framework_catalog_only,,
cjissecuritypolicy,PA-9,cjissecuritypolicy PA-9,CJIS Security Policy PA-9 Physical and Environmental Protection,0,0,0,,,,,framework_catalog_only,,
cmmc20,AC.L1,cmmc20 AC.L1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,AC.L1-3.1.1,cmmc20 AC.L1-3.1.1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,AC.L1-3.1.2,cmmc20 AC.L1-3.1.2,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,AC.L1-3.1.20,cmmc20 AC.L1-3.1.20,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,AC.L1-3.1.22,cmmc20 AC.L1-3.1.22,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,AC.L2,cmmc20 AC.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,AC.L2-3.1.3,cmmc20 AC.L2-3.1.3,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,AC.L2-3.1.5,cmmc20 AC.L2-3.1.5,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,AT.L2,cmmc20 AT.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,AU.L2,cmmc20 AU.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,AU.L2-3.3.1,cmmc20 AU.L2-3.3.1,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,AU.L2-3.3.2,cmmc20 AU.L2-3.3.2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,CA.L2,cmmc20 CA.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,CM.L2,cmmc20 CM.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,CM.L2-3.4.3,cmmc20 CM.L2-3.4.3,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,CM.L2-3.4.7,cmmc20 CM.L2-3.4.7,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,IA.L1,cmmc20 IA.L1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,IA.L1-3.5.1,cmmc20 IA.L1-3.5.1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,IA.L1-3.5.2,cmmc20 IA.L1-3.5.2,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,IA.L2,cmmc20 IA.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,IR.L2,cmmc20 IR.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,IR.L3,cmmc20 IR.L3,CMMC 2.0 L3 Level 3 Higher-Level Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,MA.L2,cmmc20 MA.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,MP.L1,cmmc20 MP.L1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,MP.L1-3.8.3,cmmc20 MP.L1-3.8.3,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,MP.L2,cmmc20 MP.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,PE.L1,cmmc20 PE.L1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,PE.L1-3.10.1,cmmc20 PE.L1-3.10.1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,PE.L1-3.10.3,cmmc20 PE.L1-3.10.3,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,PE.L1-3.10.4,cmmc20 PE.L1-3.10.4,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,PE.L1-3.10.5,cmmc20 PE.L1-3.10.5,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,PE.L2,cmmc20 PE.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,PS.L2,cmmc20 PS.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,RA.L2,cmmc20 RA.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,RA.L2-3.11.2,cmmc20 RA.L2-3.11.2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,RA.L3,cmmc20 RA.L3,CMMC 2.0 L3 Level 3 Higher-Level Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,SC.L1,cmmc20 SC.L1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,SC.L1-3.13.1,cmmc20 SC.L1-3.13.1,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,SC.L1-3.13.5,cmmc20 SC.L1-3.13.5,CMMC 2.0 L1 Level 1 Basic Safeguarding of FCI,0,0,0,,,,,framework_catalog_only,,
cmmc20,SC.L2,cmmc20 SC.L2,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,SC.L2-3.13.11,cmmc20 SC.L2-3.13.11,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,SC.L2-3.13.8,cmmc20 SC.L2-3.13.8,CMMC 2.0 L2 Level 2 Broad Protection of CUI,0,0,0,,,,,framework_catalog_only,,
cmmc20,SC.L3,cmmc20 SC.L3,CMMC 2.0 L3 Level 3 Higher-Level Protection of CUI,0,0,0,,,,,framework_catalog_only,,
